student_id,gender,study_hours_per_day,attendance_percentage,assignment_score,midterm_score,final_exam_score,participation_score,internet_access,extra_classes,parent_education,sleep_hours,overall_score,grade
101267,1,1.88,74.81,67.7,78.83,72.53,32.5,0,0,1,6.29,69.364,2
101268,0,3.73,80.92,40.78,66.29,44.81,80.05,0,0,0,6.15,56.509,2
101269,1,6.74,60.25,86.76,66.79,53.6,62.52,1,0,3,6.06,65.0865,2
101270,1,4.15,62.89,34.83,81.44,95.21,70.87,1,0,2,8.65,74.0255,3
101271,1,9.36,84.08,36.62,89.12,98.18,87.56,1,1,2,8.25,81.131,3
101272,0,1.59,95.67,53.96,42.92,51.84,12.38,1,1,0,7.97,50.471,1
101273,0,5.94,77.74,38.27,66.67,75.12,57.68,1,0,0,5.43,64.1555,2
101274,0,6.32,87.39,63.3,87.17,46.89,77.25,1,1,1,5.7,67.328,2
101275,1,6.87,50.3,57.98,90.46,55.8,89.61,1,0,0,5.3,67.732,2
101276,0,3.3,52.72,80.53,46.56,85.46,21.94,1,1,3,7.97,65.123,2
101277,0,4.28,71.92,96.71,32.81,65.08,40.73,1,0,2,5.96,61.5875,2
101278,0,8.59,50.59,82.75,42.46,89.47,17.07,1,0,1,8.89,65.2455,2
101279,1,2.75,78.1,42.56,95.91,74.01,85.14,0,1,1,5.82,74.717,3
101280,1,8.44,57.5,95.49,59.69,74.02,87.16,0,0,1,4.85,74.3935,3
101281,0,6.06,87.49,57.45,56.39,32.37,53.52,1,1,0,8.65,51.018,1
101282,0,7.86,88.49,63.19,25.98,82.48,11.87,0,0,0,7.91,58.037,2
101283,0,7.42,67.83,59.51,28.83,98.45,19.2,1,1,0,6.92,62.27,2
101284,0,2.87,50.85,49.64,75.15,63.11,66.19,0,1,1,8.29,62.508,2
101285,1,6.12,78.81,92.65,69.24,41.1,98.44,1,0,1,8.75,67.95,2
101286,1,8.81,99.57,53.26,68.16,98.39,85.5,1,0,2,8.31,80.6355,3
101287,1,4.89,77.36,70.5,33.27,50.31,81.81,0,0,2,8.52,55.943,2
101288,1,9.7,42.15,46.8,51.4,58.64,47.62,0,0,0,5.36,51.711,1
101289,0,5.07,41.04,85.82,85.93,35.42,98.67,0,1,0,6.55,65.0145,2
101290,0,2.29,59.22,84.19,38.12,37.76,84.25,1,0,2,7.98,53.931,1
101291,0,4.5,51.75,50.74,91.2,45.16,40.21,1,1,3,6.63,57.95,2
101292,1,9.57,88.78,77.71,34.11,68.39,77.36,0,1,2,7.21,64.62,2
101293,0,3.88,90.69,79.27,37.69,69.05,48.93,1,1,0,8.61,63.406,2
101294,1,8.81,55.52,69.38,60.83,72.44,69.44,0,0,0,5.48,66.9335,2
101295,1,8.93,59.54,72.04,95.9,70.87,97.3,1,1,0,6.7,78.8715,3
101296,0,4.15,54.17,70.21,49.72,64.67,32.18,0,1,0,6.82,57.7415,2
101297,0,1.75,94.5,35.73,74.37,86.15,81.55,1,0,2,5.8,73.496,3
101298,0,7.52,70.16,76.92,69.15,95.37,63.13,1,1,0,5.84,79.38,3
101299,1,3.8,79.37,62.88,36.22,48.88,95.5,1,1,0,7.85,56.226,2
101300,0,8.05,64.93,60.69,43.61,39.11,22.1,0,0,2,8.65,45.432,1
101301,1,4.98,77.86,90.2,94.76,59.76,74.77,0,0,3,7.17,77.909,3
101302,0,5.37,63.15,31.63,38.86,31.85,13.34,0,1,2,6.44,34.8375,0
101303,1,8.0,60.38,47.59,77.13,91.83,32.19,0,1,0,7.75,70.198,3
101304,1,4.44,78.07,38.5,97.35,46.78,38.88,1,0,0,8.99,60.1055,2
101305,0,4.99,75.46,32.47,33.96,68.45,48.9,0,1,1,4.41,51.3775,1
101306,1,4.39,57.61,49.3,54.94,38.06,96.88,0,0,0,7.26,52.365,1
101307,1,4.31,48.96,99.19,41.79,68.73,16.08,1,1,3,6.78,60.845,2
101308,0,5.73,62.11,48.92,41.62,32.73,25.21,1,0,0,7.05,40.3765,1
101309,1,8.28,64.91,76.46,33.92,83.82,28.27,0,0,2,4.11,62.427,2
101310,0,4.26,77.72,38.28,73.72,96.88,48.16,0,1,0,8.78,72.582,3
101311,1,5.72,94.87,72.13,80.98,51.49,15.46,0,0,0,4.43,63.7255,2
101312,0,7.04,42.17,98.91,75.76,48.08,96.89,1,0,1,5.54,69.456,2
101313,0,3.42,54.62,50.43,94.35,61.36,60.39,1,1,0,5.49,66.6505,2
101314,1,3.5,51.62,89.37,35.93,73.4,83.2,0,1,0,7.67,66.0285,2
101315,1,9.4,70.14,99.83,48.99,43.23,79.52,0,0,2,7.35,62.31,2
101316,1,7.51,65.78,71.2,50.84,86.23,69.47,0,0,3,4.31,70.6555,3
101317,1,6.19,83.74,51.66,42.41,43.9,91.4,0,1,1,4.75,53.8135,1
101318,1,6.83,54.54,77.15,35.67,30.38,91.21,1,0,3,5.59,49.5555,1
101319,0,1.26,75.67,89.14,61.5,66.7,21.5,1,0,3,7.52,66.265,2
101320,1,6.56,93.03,41.99,87.58,38.06,91.17,0,0,0,8.65,62.034,2
101321,0,5.59,94.64,61.68,96.59,78.88,57.15,0,0,1,5.58,79.2705,3
101322,0,5.91,97.53,52.34,34.7,41.72,34.13,1,0,0,6.63,46.911,1
101323,1,4.23,86.4,49.84,86.74,87.22,64.77,1,0,0,5.86,77.297,3
101324,0,1.73,94.36,90.26,86.84,62.93,35.28,0,1,2,6.89,74.7515,3
101325,0,2.74,54.07,59.52,54.17,69.64,53.11,1,1,0,7.14,60.5385,2
101326,0,9.56,51.85,53.74,33.25,43.06,83.48,1,1,1,6.59,47.6645,1
101327,0,4.68,40.39,72.25,99.25,40.27,12.9,1,0,1,5.95,58.686,2
101328,1,5.2,82.41,45.36,74.17,74.19,26.48,1,1,0,8.4,64.47,2
101329,0,1.47,96.25,46.09,98.66,47.88,96.09,0,1,1,8.01,69.875,2
101330,1,1.34,51.22,66.42,61.27,57.01,50.06,1,0,3,8.99,58.683,2
101331,1,7.45,78.22,58.65,54.64,63.56,37.3,0,1,3,6.06,59.188,2
101332,0,5.84,84.79,50.65,43.54,46.07,93.1,1,1,3,4.19,54.9285,1
101333,1,5.58,95.66,33.78,98.77,85.68,92.01,1,1,2,7.26,80.2035,3
101334,1,3.19,78.81,66.45,43.99,95.76,13.98,0,1,3,7.92,67.0825,2
101335,1,7.7,98.22,87.16,26.78,60.23,42.62,1,0,3,8.68,59.2915,2
101336,0,2.51,60.68,89.6,63.44,94.23,92.15,0,0,1,4.05,82.0435,3
101337,1,2.71,61.0,46.48,53.28,91.79,26.18,0,0,1,8.4,63.4605,2
101338,1,5.15,72.58,71.97,44.6,41.62,62.04,1,1,3,6.58,53.573,1
101339,1,3.58,63.01,89.91,72.6,42.14,38.87,0,1,0,5.87,61.069,2
101340,0,3.23,40.09,58.61,52.32,63.42,76.29,0,0,1,5.11,58.637,2
101341,1,6.81,83.91,95.25,55.17,66.81,24.24,1,1,2,8.07,67.041,2
101342,0,6.86,85.1,93.21,26.73,53.88,63.64,0,0,1,5.82,59.0565,2
101343,0,8.42,84.82,44.57,69.18,51.9,10.0,1,0,2,7.02,53.856,1
101344,0,4.76,60.7,48.13,34.16,60.2,32.73,0,0,3,6.56,48.579,1
101345,0,1.66,71.34,42.63,41.04,78.33,24.59,0,1,3,5.32,55.7945,2
101346,0,3.46,61.6,43.72,78.78,35.91,28.88,1,0,2,7.94,50.0555,1
101347,0,9.82,40.96,93.55,48.49,79.74,87.44,0,0,2,5.49,71.5815,3
101348,1,6.37,73.75,95.18,37.24,94.84,92.33,1,1,2,7.94,78.148,3
101349,0,7.39,47.43,33.63,68.31,83.45,77.95,1,0,1,6.05,65.549,2
101350,1,1.07,44.8,71.55,41.12,43.42,63.11,0,0,3,4.15,50.578,1
101351,1,5.66,85.33,69.5,45.32,36.12,30.78,0,1,1,7.84,49.483,1
101352,0,1.34,40.57,57.34,71.6,64.33,34.72,1,0,0,8.5,59.4125,2
101353,1,6.12,97.54,74.22,80.49,96.95,37.89,1,0,2,4.6,82.442,3
101354,1,9.29,70.92,96.32,80.47,87.33,79.93,0,0,0,6.93,85.032,4
101355,1,9.72,98.98,41.92,61.17,69.39,32.76,0,0,2,4.36,61.137,2
101356,1,5.86,43.48,38.43,59.07,40.01,97.61,1,0,2,8.15,50.566,1
101357,0,5.12,75.01,32.34,84.07,79.97,81.68,0,1,3,8.94,71.144,3
101358,1,9.51,60.96,55.47,39.48,86.91,99.97,1,0,2,6.47,67.4755,2
101359,0,7.06,90.61,53.63,36.42,95.45,51.33,0,1,1,5.57,67.4325,2
101360,1,1.58,61.67,60.16,74.85,72.85,63.04,1,0,2,8.23,68.713,2
101361,1,5.19,55.63,65.23,55.71,66.01,35.24,0,1,2,6.6,59.164,2
101362,0,3.16,91.45,83.05,78.25,73.34,64.34,0,0,0,6.25,77.4205,3
101363,1,5.23,62.48,57.45,44.25,96.03,97.65,0,1,3,5.14,72.176,3
101364,1,5.1,41.01,53.14,49.37,73.97,12.73,1,1,3,7.08,54.234,1
101365,1,6.24,63.42,87.88,92.25,48.03,36.04,0,0,2,7.03,67.395,2
101366,0,4.21,79.27,89.49,56.62,74.53,35.32,1,1,0,5.31,69.5975,2
101367,1,2.48,55.26,46.29,69.32,91.58,98.41,1,0,1,5.06,74.008,3
101368,0,5.53,65.92,52.03,33.0,69.69,21.94,0,1,1,6.19,51.8335,1
101369,1,8.47,43.4,87.76,38.41,65.19,83.11,0,1,2,6.25,62.622,2
101370,0,6.98,75.29,35.56,27.69,81.34,34.71,0,1,2,4.64,53.5035,1
101371,0,4.05,85.38,52.81,56.83,76.27,87.45,0,0,0,5.38,68.747,2
101372,1,9.42,64.8,61.38,99.17,33.97,53.9,0,1,3,4.8,60.828,2
101373,1,9.21,65.21,43.1,90.54,80.77,31.8,1,0,0,8.51,69.2255,2
101374,0,2.88,45.3,42.59,72.47,58.53,73.88,0,0,1,4.37,59.039,2
101375,0,1.35,52.12,59.74,89.58,95.86,85.74,1,1,2,8.39,81.68,3
101376,1,7.67,49.28,82.82,69.56,97.96,52.31,0,1,2,6.64,78.399,3
101377,0,8.45,68.9,88.82,52.66,61.41,74.26,1,1,0,7.33,66.7385,2
101378,1,9.71,71.76,98.55,38.02,97.82,26.34,0,1,3,8.62,73.262,3
101379,1,9.01,96.94,35.18,73.98,51.76,94.39,1,0,0,5.83,62.78,2
101380,1,6.4,44.39,45.17,39.48,77.79,18.68,0,0,3,7.51,52.4375,1
101381,1,5.77,75.99,82.96,56.31,35.25,29.98,0,0,3,7.36,53.604,1
101382,0,1.25,71.59,67.84,86.94,40.15,35.95,0,1,1,8.94,60.1095,2
101383,1,3.22,70.97,52.94,34.69,90.52,23.75,0,1,3,4.23,60.4145,2
101384,0,5.14,92.39,44.39,34.68,92.56,46.6,1,0,1,6.28,63.843,2
101385,1,6.66,52.33,49.63,41.83,67.28,51.2,0,1,2,8.95,54.2845,1
101386,0,6.02,42.45,60.05,66.39,53.78,56.67,0,0,0,5.64,57.3425,2
101387,1,7.68,80.34,42.4,43.88,61.57,13.67,0,1,1,8.83,50.4005,1
101388,0,3.52,60.71,97.5,62.74,90.87,29.72,0,0,0,8.08,76.0325,3
101389,0,6.08,41.06,37.53,47.65,44.77,82.7,1,1,1,5.7,47.464,1
101390,1,1.79,55.08,98.99,62.97,50.64,82.95,1,1,2,4.15,67.0675,2
101391,1,4.72,58.56,88.93,45.82,84.98,39.7,0,0,1,5.4,68.81,2
101392,1,7.75,77.01,59.62,98.5,95.47,51.51,1,1,1,4.62,82.8155,3
101393,1,7.24,50.36,81.79,61.95,36.5,26.51,0,1,0,6.14,52.3075,1
101394,0,9.92,64.78,77.01,80.77,86.26,83.99,0,1,1,8.7,80.6625,3
101395,1,3.5,68.95,44.93,77.54,75.15,96.1,1,0,0,6.56,71.1785,3
101396,0,5.48,67.55,53.73,61.79,46.15,36.22,0,0,2,6.24,52.723,1
101397,0,3.97,98.44,65.92,42.91,82.91,80.37,0,1,2,5.08,70.811,3
101398,1,4.97,42.73,74.65,63.3,80.95,41.72,1,1,1,7.11,67.5325,2
101399,0,8.71,97.06,68.0,76.07,39.94,10.24,1,1,3,6.28,57.3265,2
101400,0,7.16,74.92,63.11,59.49,65.16,63.98,0,1,2,7.86,64.1905,2
101401,0,8.94,87.74,61.02,31.14,83.08,46.94,0,1,3,6.58,62.535,2
101402,0,2.83,65.82,64.88,26.35,43.41,78.26,0,1,3,8.43,49.165,1
101403,1,8.86,67.23,60.4,49.59,62.39,77.39,0,0,0,7.92,60.776,2
101404,1,1.54,92.76,67.89,36.27,38.45,95.14,0,0,3,4.73,54.893,1
101405,1,9.0,93.76,92.16,92.96,51.48,49.4,0,1,3,4.68,74.006,3
101406,1,3.96,54.32,74.3,38.19,45.26,53.43,0,1,3,4.12,51.0235,1
101407,0,3.83,51.95,80.58,54.57,65.35,46.04,0,0,0,5.85,62.43,2
101408,0,5.61,69.77,71.82,78.41,39.89,36.72,1,0,1,4.27,58.577,2
101409,1,9.47,94.02,75.01,86.16,56.82,67.41,1,0,3,6.25,72.572,3
101410,1,1.43,59.34,70.48,60.83,49.26,84.52,0,0,2,5.21,60.9305,2
101411,1,4.17,79.12,31.88,38.59,82.22,24.2,0,0,0,6.49,55.1325,2
101412,0,8.71,82.49,99.97,45.32,78.98,98.37,0,1,3,4.79,77.053,3
101413,1,4.56,86.72,32.35,56.42,36.65,71.54,0,1,3,6.75,49.2285,1
101414,1,2.79,73.84,57.66,52.34,96.74,80.21,0,1,0,8.83,73.881,3
101415,1,4.82,64.15,37.36,51.15,82.13,99.9,1,0,0,7.19,65.41,2
101416,0,4.47,98.02,36.78,34.89,73.12,55.36,1,0,0,6.82,57.0085,2
101417,0,9.24,76.68,85.55,93.5,63.44,16.42,1,0,3,7.94,71.999,3
101418,0,7.86,83.71,59.81,27.23,42.45,81.13,0,1,0,4.03,50.111,1
101419,0,5.55,60.7,86.08,58.0,97.34,88.37,1,0,3,5.41,80.692,3
101420,0,9.9,80.2,49.1,98.52,30.55,24.62,0,1,2,8.93,55.6245,2
101421,0,5.19,55.47,47.95,74.48,78.47,12.17,0,1,3,7.91,62.4385,2
101422,0,1.52,54.71,47.59,51.66,65.52,22.22,1,1,1,4.45,53.058,1
101423,0,3.36,82.88,73.13,35.96,93.18,39.16,1,1,3,5.63,68.433,2
101424,1,4.92,71.28,87.05,97.29,56.65,93.19,0,0,3,6.2,78.007,3
101425,1,2.41,81.0,61.66,26.05,66.31,10.22,1,1,3,8.67,51.175,1
101426,0,9.53,56.17,56.55,76.1,81.96,82.34,0,0,1,6.93,72.872,3
101427,0,7.9,75.92,98.15,91.01,33.33,86.94,1,1,0,4.39,70.334,3
101428,1,3.41,66.64,38.17,26.89,33.81,82.99,1,0,3,6.55,41.153,1
101429,0,6.32,75.82,64.06,79.39,44.82,17.4,0,1,2,5.45,57.6685,2
101430,0,7.49,57.45,58.59,99.91,40.25,71.13,0,1,2,5.69,63.641,2
101431,0,9.47,82.93,36.87,72.97,30.45,95.85,1,1,0,4.57,54.152,1
101432,1,8.93,88.36,48.77,56.1,73.61,20.83,0,1,2,6.29,60.4615,2
101433,1,5.64,55.59,31.99,90.58,85.72,12.85,1,1,1,7.35,65.889,2
101434,1,7.97,58.04,91.39,66.56,97.0,88.63,1,1,0,7.8,83.535,3
101435,1,6.06,79.67,72.55,81.21,60.86,68.04,1,1,0,7.48,70.8845,3
101436,1,5.97,81.74,87.05,69.08,49.58,68.18,1,1,1,7.3,67.025,2
101437,0,2.03,82.25,66.51,27.87,90.47,96.8,0,0,1,8.35,69.839,2
101438,1,2.14,80.96,71.97,40.99,89.11,79.28,0,0,2,5.66,71.854,3
101439,0,5.77,63.57,79.06,30.91,73.74,45.77,0,1,2,5.07,60.2825,2
101440,0,3.42,63.69,93.56,33.0,49.12,49.23,1,1,1,4.45,55.446,2
101441,1,1.19,55.29,36.42,26.16,93.6,23.02,0,0,2,4.83,54.415,1
101442,1,7.51,49.41,53.17,56.59,42.49,37.36,0,1,3,4.75,48.33,1
101443,0,1.29,81.55,79.63,38.4,33.06,50.09,1,1,1,8.56,50.261,1
101444,0,6.36,45.59,97.08,89.18,85.76,33.5,0,0,2,4.9,79.636,3
101445,0,5.85,96.27,98.66,81.25,69.46,92.43,1,0,2,4.47,83.2255,3
101446,1,9.72,89.6,74.67,67.99,47.25,11.06,0,1,0,6.0,58.535,2
101447,1,5.36,91.45,43.55,61.68,76.96,62.83,1,1,0,4.85,66.494,2
101448,1,1.57,94.4,38.34,44.19,83.67,79.44,1,0,3,4.65,65.384,2
101449,1,5.97,64.52,96.22,60.62,89.12,75.89,0,1,1,5.81,79.632,3
101450,1,8.57,90.8,60.37,73.09,49.75,67.94,0,0,3,8.6,63.633,2
101451,0,9.97,49.48,43.64,83.67,31.79,46.93,0,1,1,4.15,50.413,1
101452,1,4.87,41.3,95.37,31.13,65.7,92.66,0,1,1,5.04,63.2475,2
101453,0,3.88,87.09,37.32,78.13,89.93,39.61,1,0,2,8.12,71.142,3
101454,0,9.16,44.49,81.07,80.7,44.55,77.51,1,0,0,5.23,64.1815,2
101455,0,2.72,99.31,73.77,66.92,59.48,93.4,0,1,0,6.21,71.573,3
101456,1,6.54,80.49,36.14,41.07,47.95,21.55,1,1,1,4.49,44.482,1
101457,1,4.65,85.21,53.71,65.44,30.94,95.24,0,0,2,7.98,55.976,2
101458,1,1.37,54.75,40.5,62.7,92.9,79.84,1,0,1,7.68,69.749,2
101459,0,4.13,80.43,72.31,60.68,39.45,65.49,0,1,0,4.64,58.0315,2
101460,0,3.39,42.59,63.4,59.55,83.67,43.61,0,1,3,8.74,65.472,2
101461,0,7.17,90.27,30.3,33.31,54.26,91.38,1,1,0,6.95,51.5435,1
101462,0,9.54,50.18,98.3,38.72,49.44,13.96,1,1,3,7.99,53.058,1
101463,0,3.41,81.84,54.47,32.3,95.87,48.86,1,1,0,7.82,65.5935,2
101464,0,8.3,53.47,48.07,43.19,76.0,78.1,1,1,0,6.6,60.1685,2
101465,1,1.5,44.11,45.57,44.76,78.08,83.0,0,1,1,7.74,60.343,2
101466,1,5.84,68.89,41.12,43.38,83.18,28.21,0,1,3,5.19,57.892,2
101467,1,1.63,50.16,99.94,40.82,53.87,14.28,1,0,3,4.11,55.4915,2
101468,1,9.41,83.77,50.66,80.16,69.46,82.26,1,0,1,5.71,71.086,3
101469,0,7.9,54.25,58.39,86.39,48.92,47.97,1,1,1,4.76,60.6195,2
101470,0,6.92,60.55,90.99,49.53,88.42,22.92,0,1,2,8.91,69.8745,2
101471,1,8.42,74.05,74.93,47.88,71.95,17.7,0,0,3,8.62,61.3135,2
101472,0,6.83,57.1,55.81,88.3,47.04,67.66,1,1,0,4.72,62.177,2
101473,1,9.72,62.68,92.88,71.79,92.98,62.45,0,0,1,5.72,81.5795,3
101474,1,7.43,88.94,82.48,47.01,70.66,86.86,1,1,3,6.55,70.5595,3
101475,1,9.32,50.75,45.95,78.52,64.65,12.84,0,0,1,5.99,57.8065,2
101476,0,5.65,44.93,75.06,50.84,32.41,88.16,0,0,3,7.5,52.3745,1
101477,1,2.05,59.7,94.57,68.99,93.69,89.85,1,0,0,6.52,83.908,3
101478,1,5.75,65.46,64.75,99.45,96.66,50.17,1,1,1,6.83,83.2065,3
101479,1,2.14,72.56,81.35,47.62,69.38,16.9,0,1,2,7.39,61.404,2
101480,0,6.33,62.35,97.98,94.79,60.98,95.21,1,1,0,4.12,80.3925,3
101481,0,5.34,87.39,78.33,49.05,55.17,16.48,0,1,1,4.06,57.625,2
101482,1,6.6,42.36,37.17,65.52,48.76,63.16,0,0,2,4.89,51.432,1
101483,0,1.09,65.91,47.12,59.5,70.22,54.38,1,0,1,7.59,60.905,2
101484,0,2.75,62.94,71.66,83.74,38.97,85.16,1,1,0,5.2,63.7165,2
101485,0,5.42,78.85,49.29,29.58,94.34,55.23,0,0,0,8.6,63.68,2
101486,0,9.55,97.98,97.03,72.03,42.32,52.22,1,1,0,4.39,67.2455,2
101487,0,4.45,70.62,58.37,82.05,82.19,89.26,0,0,2,6.9,76.941,3
101488,0,4.82,99.21,62.01,60.41,51.48,96.76,1,1,3,4.13,65.1195,2
101489,0,7.43,58.13,79.11,32.9,45.82,59.43,0,1,0,8.86,51.84,1
101490,0,6.43,41.85,66.7,43.36,69.05,50.93,1,0,0,5.07,57.6255,2
101491,0,3.69,49.94,56.75,75.98,83.56,84.8,0,0,3,6.94,73.065,3
101492,0,4.7,63.71,35.36,92.16,80.87,84.8,1,1,2,8.77,73.2675,3
101493,1,2.96,58.98,71.75,56.62,46.36,38.74,0,0,2,4.15,54.503,1
101494,1,9.69,45.82,90.73,67.03,53.14,61.86,1,0,3,6.56,64.2705,2
101495,0,2.18,65.96,78.0,42.13,90.82,23.87,0,1,0,6.63,66.9025,2
101496,1,4.35,60.29,56.7,55.92,80.63,67.2,1,1,2,5.76,66.2895,2
101497,1,1.23,47.36,38.94,50.26,79.89,85.06,0,1,3,7.27,61.5565,2
101498,0,3.0,57.77,87.14,74.16,48.82,26.88,1,1,2,6.71,61.52,2
101499,0,8.02,93.19,95.92,98.85,85.44,39.07,1,1,1,5.25,87.0265,4
101500,0,2.81,58.12,57.18,86.0,55.09,50.4,0,1,1,7.53,63.0695,2
101501,1,1.72,82.84,81.0,39.41,58.1,86.06,1,1,3,6.33,63.2775,2
101502,1,5.27,76.72,58.75,68.33,50.13,75.82,1,1,0,6.35,61.632,2
101503,0,1.09,65.63,65.16,29.98,38.5,38.52,0,1,1,8.76,44.417,1
101504,0,1.76,54.34,88.55,43.52,59.43,31.87,0,1,0,6.68,58.0115,2
101505,0,8.27,62.14,35.84,37.92,31.19,72.61,1,0,2,7.92,41.0395,1
101506,1,7.94,75.53,67.12,50.17,61.91,53.19,1,0,3,8.34,60.507,2
101507,1,9.24,61.05,45.02,75.91,80.75,63.42,1,0,1,6.9,68.691,2
101508,1,8.69,52.89,53.79,62.45,97.25,68.38,1,1,3,7.93,72.535,3
101509,1,7.15,46.99,75.11,94.97,35.5,60.28,0,0,3,5.55,61.9165,2
101510,0,1.47,92.79,31.91,40.96,49.69,65.18,1,1,3,4.91,49.8105,1
101511,0,8.05,66.42,71.57,52.32,64.59,89.88,0,1,3,7.48,65.6305,2
101512,0,8.61,77.51,49.84,49.74,41.93,88.14,1,0,3,8.63,53.6435,1
101513,0,8.19,69.42,76.86,42.7,38.18,23.41,1,1,2,4.21,48.693,1
101514,1,5.58,92.35,39.91,99.49,61.66,62.78,1,1,1,7.82,69.9485,2
101515,1,3.1,72.82,81.51,54.04,70.65,49.54,0,1,3,4.14,66.7755,2
101516,0,8.61,68.85,75.19,95.54,87.41,35.7,1,1,1,6.29,79.9715,3
101517,0,7.54,95.48,97.99,54.29,99.85,66.8,1,1,1,7.39,84.346,3
101518,1,9.83,83.18,93.79,40.31,84.2,55.98,1,0,2,6.03,72.2215,3
101519,0,2.4,46.69,49.83,33.94,45.49,79.74,1,0,1,5.5,47.0155,1
101520,1,3.03,50.66,31.91,89.17,82.36,18.41,1,0,1,4.93,64.4075,2
101521,0,2.91,87.23,75.88,27.41,67.6,37.24,0,0,1,8.89,58.1355,2
101522,0,8.13,90.15,72.2,97.33,61.56,12.32,1,0,2,6.85,70.5655,3
101523,0,2.68,72.71,31.92,56.36,95.5,77.14,1,0,0,4.64,68.884,2
101524,0,1.6,73.27,38.59,43.55,79.15,92.12,0,0,1,4.24,62.847,2
101525,0,9.99,77.92,70.93,71.31,77.72,62.86,0,0,1,5.22,73.2935,3
101526,0,1.22,66.35,93.83,34.97,30.82,65.53,0,0,1,6.69,51.4835,1
101527,0,8.52,80.81,93.46,30.41,90.56,14.18,0,1,0,7.76,67.4895,2
101528,1,4.29,46.51,40.6,87.08,85.53,55.34,1,1,0,8.9,70.0105,3
101529,1,8.57,97.68,56.92,56.85,50.93,57.42,0,0,2,8.17,58.932,2
101530,1,5.99,85.01,33.02,63.87,50.45,13.51,0,1,3,7.06,50.081,1
101531,1,9.11,77.87,62.85,38.25,33.74,80.41,0,1,1,7.33,49.7695,1
101532,1,9.34,58.98,82.72,29.61,33.56,35.05,1,1,3,6.61,45.0955,1
101533,0,1.08,49.66,85.3,52.58,76.8,75.11,1,0,0,6.17,69.562,2
101534,0,1.68,64.56,64.93,62.96,43.04,46.26,0,0,3,7.92,54.872,1
101535,1,3.25,79.69,36.71,82.41,94.65,99.61,1,1,2,4.89,79.002,3
101536,0,7.02,78.02,56.7,62.58,88.97,29.1,1,1,0,5.67,68.8365,2
101537,1,8.99,62.96,95.25,83.69,54.42,15.24,1,1,1,8.89,66.8395,2
101538,1,5.14,76.8,46.07,33.66,56.6,98.19,0,1,3,6.86,54.938,1
101539,0,6.46,88.82,52.38,29.8,52.91,31.95,1,0,0,6.49,48.5215,1
101540,0,2.7,41.58,82.28,36.91,36.47,67.18,1,1,0,8.25,49.324,1
101541,0,8.24,67.04,81.35,82.9,32.2,43.71,1,0,3,7.81,59.34,2
101542,1,9.71,85.51,93.85,81.95,61.65,67.57,0,1,3,5.63,76.143,3
101543,0,3.42,72.77,57.17,35.6,96.01,63.65,1,0,3,7.13,67.5795,2
101544,1,5.45,79.09,66.02,27.32,94.21,73.65,0,0,0,4.93,68.2815,2
101545,1,1.78,71.0,62.72,76.4,86.69,11.66,1,0,1,4.26,70.2515,3
101546,1,6.03,99.51,94.94,89.15,74.0,85.26,0,0,0,8.95,85.6525,4
101547,0,5.53,43.28,83.85,81.56,89.94,53.08,1,0,1,7.69,78.275,3
101548,0,2.3,69.46,88.2,40.21,66.05,56.7,1,1,3,8.65,63.426,2
101549,1,4.98,45.48,39.32,68.78,42.61,46.99,0,1,3,8.16,49.2195,1
101550,0,4.01,49.59,85.43,81.8,77.89,99.04,0,1,2,6.14,79.6605,3
101551,0,5.7,62.98,60.31,44.19,94.45,82.14,1,1,1,8.31,70.679,3
101552,0,6.27,49.33,31.63,64.58,31.37,38.03,1,1,3,7.93,42.1865,1
101553,1,1.08,97.82,34.21,48.58,47.6,80.48,1,1,1,5.29,53.477,1
101554,1,7.85,96.81,77.45,41.92,48.58,49.33,1,0,1,7.12,57.587,2
101555,0,7.42,60.17,56.04,97.72,36.93,88.3,0,1,1,5.53,63.4105,2
101556,1,4.3,78.38,90.77,93.44,45.78,12.78,1,0,1,5.17,66.653,2
101557,0,1.48,72.03,81.4,58.43,56.88,41.99,1,1,0,4.41,62.1975,2
101558,0,7.79,88.94,31.52,35.26,95.79,48.68,0,1,2,6.72,62.4075,2
101559,0,9.6,77.65,78.08,79.59,90.22,76.98,0,0,1,5.96,82.5535,3
101560,0,3.16,40.02,43.46,44.18,96.22,26.41,1,1,1,4.44,60.057,2
101561,1,3.91,85.79,59.58,37.64,38.44,35.77,0,0,2,7.59,46.936,1
101562,1,2.65,84.81,73.73,53.61,31.96,75.15,0,1,3,7.62,55.3305,2
101563,1,6.19,70.58,91.09,64.74,37.69,16.92,1,0,1,5.18,56.3445,2
101564,0,2.39,94.18,61.93,32.31,94.0,28.1,0,1,3,8.78,65.5915,2
101565,0,4.21,94.51,86.59,67.88,41.02,77.8,0,1,0,7.89,65.876,2
101566,0,7.27,71.43,84.81,26.15,70.08,88.8,0,1,2,8.03,64.0505,2
101567,1,6.04,76.48,59.02,91.89,45.93,75.59,0,0,0,4.02,66.059,2
101568,0,4.48,99.79,65.07,94.06,31.44,57.44,1,1,3,8.89,63.256,2
101569,1,4.78,57.93,79.03,79.98,35.92,18.92,0,0,2,8.95,56.058,2
101570,1,6.06,59.48,32.18,59.99,79.69,84.45,0,0,0,6.54,63.718,2
101571,1,1.05,50.97,92.36,44.12,42.77,21.16,0,1,3,8.93,51.6845,1
101572,1,1.71,93.75,83.89,80.81,46.04,44.66,0,0,3,7.06,66.9355,2
